zip,price_to_income_ratio,annual_rent_to_income_ratio,rent_to_home_value_ratio,affordability_index,affordability_tier
7206,5.303135376167616,0.2785263157894737,0.052521064621728474,30.364755852187635,2
72065,3.2237416708888467,0.18794035720137636,0.05829882676348494,49.76557563765663,4
72067,4.593115723747678,0.21712769988632058,0.04727242093285618,35.17757004262932,2
72070,3.263303389512382,0.25498332715820676,0.07813656798741828,48.54426985870264,4
72073,1.7064769882792197,0.18849987222080244,0.11046142052632206,90.96812576130228,5
72076,2.8363396482493815,0.23598395226828517,0.08320017400382106,55.67316915065099,4
7208,5.9476905510834674,0.2785263157894737,0.046829321969135675,27.173729495525375,2
72081,3.425485025127057,0.2064758329422806,0.06027637879824685,46.77528062149453,4
72084,1.8766915632541543,0.16933438292661593,0.09023026811768298,83.76972535644413,5
72086,2.8011930604975457,0.202179852522107,0.07217633635226697,56.76696971231967,4
72087,5.230020280312222,0.2411993582769367,0.04611824531252823,30.916756862033196,2
72088,3.0496930841392924,0.23072889355007867,0.07565643072414178,52.02622891353789,4
72101,2.086322430350196,0.21286889211417515,0.10203067800907668,74.79761550723853,5
72102,3.4797984401309026,0.2064758329422806,0.05933557258980593,46.072983165046885,4
72103,2.457703258757191,0.18794035720137636,0.076469914149202,64.5245339508075,4
72104,2.7249075807411365,0.2101074413052129,0.0771062632693277,58.17377877825686,4
72106,3.451189222763039,0.22463401498212915,0.06508887240969247,46.284143716157885,4
72110,3.1276289852897587,0.21001551250944672,0.06714847365119615,51.005221197892624,4
72111,4.504725742690843,0.22463401498212915,0.049866302148717886,35.807781730101354,3
72112,2.067906168068202,0.2518543251687376,0.12179195026243145,74.54423111571388,5
72113,5.09535250345832,0.23598395226828517,0.04631356753200452,31.729863789079772,2
72114,1.4520816292827334,0.23598395226828517,0.16251424679537554,103.55798749976758,5
72116,4.115227566603952,0.23598395226828517,0.05734408327338953,39.008708805837905,3
72117,2.501148559831155,0.23598395226828517,0.09435023415171137,62.69267351867492,4
72118,2.2104010928230213,0.23598395226828517,0.10676069290523986,70.39109534573123,5
72120,3.9357209268409243,0.23598395226828517,0.059959523720016866,40.71949495646105,3
72121,3.9760066192031407,0.2064758329422806,0.05193045503119959,40.51544880791035,3
72122,4.610895769652463,0.18794035720137636,0.04076005327171861,35.19003457476896,2
72125,2.7822947689206505,0.25498332715820676,0.09164497234673798,56.45347338430572,4
